ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
14740,Ride,68,8,4.8,30
14741,The King of Fighters 02/03,76,23,,
14742,ESPN Winter X Games: Snowboarding 2002,71,8,,
14743,Mega Minis Volume 2,,,,
14744,Safari Adventures: Africa,,,,
14745,Tsuku Monogatari,,,,
14746,Vitamin Z,,,,
14747,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,,,,
14748,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,,,,
14749,Battle vs. Chess,69,5,5.9,12
14750,Harukanaru Toki no Naka de 5: Kazahanaki,,,,
14751,The Island of Dr. Frankenstein,26,6,,
14752,Tom and Jerry in War of the Whiskers,,,,
14753,Nobunaga no Yabou DS 2,,,,
14754,The IdolM@ster: Gravure For You! Vol. 6,,,,
14755,Metal Saga: Hagane no Kisetsu,,,,
14756,Animaniacs: The Great Edgar Hunt,65,14,,
14757,SingStar Fussballhits,,,,
14758,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,,,,
14759,Dream Club Zero Portable,,,,
14760,LEGO Harry Potter: Years 1-4,79,15,7.9,55
14761,Samurai Warriors 2,,,,
14762,Bus Simulator 16,46,8,6.1,18
14763,Mystery Trackers: The Void,,,,
14764,Diabolik Lovers: Lunatic Parade,,,,
14765,Battle Arena Toshinden URA,,,,
14766,The Croods: Prehistoric Party!,,,,
14767,Betty Boop's Double Shift,,,,
14768,Battle vs. Chess,,,,
14769,Biohazard: Revival Selection,,,,
14770,Cabela's Big Game Hunter: Pro Hunts,,,7.3,4
14771,Labyrinth Cross Blood: Infinity,,,,
14772,Super Duper Sumos,57,5,,
14773,UK Truck Simulator,,,,
14774,CID The Dummy,41,6,,
14775,MechAssault: Phantom War,66,16,4.5,4
14776,Loading Human,,,,
14777,The Settlers II 10th Anniversary,,,,
14778,The Last Guy,77,33,6.9,30
14779,Disney Sports Soccer,68,5,,
14780,Kangokutou Mary Skelter,,,,
14781,101-in-1 Sports Party Megamix,41,7,,
14782,Akane Iro ni Somaru Saka Parallel,,,,
14783,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,,,,
14784,Monster Hunter Frontier Online: Forward 1,,,,
14785,SingStar Chartbreaker,,,,
14786,Botanicula,82,38,8.3,341
14787,D1 Professional Drift Grand Prix Series,45,14,,
14788,Max Payne,78,33,7.8,13
14789,Timeshock! Pro Pinball,,,,
14790,Little Bears,,,,
14791,Starry ? Sky: In Winter,,,,
14792,Rush Hour,,,,
14793,Pro Cast Sports Fishing,49,12,,
14794,Gintama: Banji Oku Chuubu!,,,,
14795,Pro Evolution Soccer 2012,,,,
14796,Saka Agari Hurricane Portable,,,,
14797,Negima!? Dream Tactic Yumemiru Otome Princess,,,,
14798,Rugby League Live,,,,
14799,Star Trek: Tactical Assault,64,15,7.9,10
14800,Cossacks: European Wars,74,16,8.6,60
14801,Yuusha Shisu.,,,,
14802,MX vs. ATV Supercross,58,4,3.5,4
14803,Dakar 2: The World's Ultimate Rally,,,,
14804,Sengoku Basara: Sanada Yukimura-Den,,,,
14805,Kisuato,,,,
14806,NBA 2K7,83,8,8.6,5
14807,Auto Modellista,62,7,,
14808,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",,,,
14809,1000 Cooking Recipes from ELLE à table,,,,
14810,Greg Hastings' Tournament Paintball Max'd,,,,
14811,Dave Mirra Freestyle BMX 3,78,15,,
14812,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,,,,
14813,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,,,,
14814,XBLAZE Code: Embryo,43,5,7.4,24
14815,Eco Creatures: Save The Forest,55,13,,
14816,Frogger: Ancient Shadow,47,11,,
14817,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,,,,
14818,Dragon Tamer: Sound Spirit,,,,
14819,Dream Girl Premier,,,,
14820,Kiniro no Corda 2 f Encore,,,,
14821,La Pucelle: Ragnarok,,,,
14822,Darius II,,,,
14823,Bleach: Soul Carnival 2,,,,
14824,ParaParaParadise,,,,
14825,Warhammer: Mark of Chaos,73,32,7.4,57
14826,Tiger & Bunny: On-Air Jack!,,,,
14827,Eureka Seven AO: Jungfrau no Hanabanatachi,,,,
14828,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,,,,
14829,Warship Gunner 2,62,13,8.5,11
14830,Putty Squad,,,8.2,6
14831,Gotcha Force,56,24,8.2,17
14832,Driver: Parallel Lines,59,9,6,20
14833,Battlefield Vietnam,84,48,7.5,133
14834,Rugby League Live,,,,
14835,Secret Files 2: Puritas Cordis,70,6,,
14836,The Perfect Golf,,,,
14837,Wrestle Kingdom,,,,
14838,Demon Driver: Time to Burn Rubber!,,,,
14839,Dead Rising 2,82,4,6.6,8
14840,Mojo!,,,,
14841,Age of Conan: Rise of the Godslayer,83,14,8.4,52
14842,Infinite Stratos 2: Ignition Hearts,,,,
14843,Young Justice: Legacy,,,,
14844,Steins;Gate 0,,,,
14845,The Peanuts Movie: Snoopy's Grand Adventure,,,8.8,4
14846,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,,,,
14847,Totally Spies! Totally Party,,,,
14848,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,,,,
14849,Buffy the Vampire Slayer: Chaos Bleeds,75,18,9,9
14850,Brothers Conflict: Passion Pink,,,,
14851,Clannad,,,,
14852,Kuryuu Youma Gakuenki Recharge,,,,
14853,Jet Grind Radio,74,22,9.3,6
14854,Rugby Challenge 3,,,,
14855,Prince of Persia (2008),,,,
14856,My Frogger: Toy Trials,66,10,,
14857,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,,,,
14858,Max Payne 2: The Fall of Max Payne,86,46,9,802
14859,Magicka,74,44,7.6,602
14860,Schlag den Raab,,,,
14861,Baldur's Gate: Dark Alliance,76,17,6.5,11
14862,The Adventures of Lomax,,,,
14863,Under the Skin,55,30,,
14864,Emily Archer and the Curse of Tutankhamun,,,,
14865,Kabu Trader Shun,,,,
14866,Hermie Hopperhead: Scrap Panic,,,,
14867,Poy Poy,,,,
14868,NHL 07,75,14,7.7,6
14869,MX vs. ATV Supercross Encore,45,4,,
14870,AMNESIA World,,,,
14871,DrumMania 7th Mix,,,,
14872,Runabout 3: Neo Age,,,,
14873,The Technomancer,68,12,7.4,55
14874,Resident Evil 5 HD,,,,
14875,Aegis of Earth: Protonovus Assault,,,8.3,8
14876,Teddy Together,,,,
14877,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,,,,
14878,Guild Wars: Nightfall,84,30,8.7,104
14879,NatGeo Challenge! Wild Life,,,,
14880,Archer Maclean Presents: Pool Paradise,,,,
14881,Sengoku Efuda Yuugi: Hototogisu Tairan,,,,
14882,Battlezone,57,13,,
14883,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,,,,
14884,Medal of Honor: Vanguard,63,29,6.1,34
14885,Touch Shot! Love Application,,,,
14886,Nanotek Warrior,,,,
14887,Galileo,,,,
14888,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,,,,
14889,Cake Mania: Baker's Challenge,,,,
14890,Super Monkey Ball Adventure,53,32,6.7,10
14891,Captain Tsubasa J: The Way to World Youth,,,,
14892,Madden NFL 07,68,4,9.3,4
14893,One Piece: Daikaizoku Coliseum,,,,
14894,Renegade Racers,,,,
14895,The Legend of Korra (3DS),,,,
14896,MySims,70,12,6.4,8
14897,The Sims 2: Bon Voyage,74,9,7.3,24
14898,AniMates!,33,4,2.5,4
14899,Franklin the Turtle,,,,
14900,Senran Kagura: Bon Appétit!,,,,
14901,Star Wars The Clone Wars: Republic Heroes,46,9,4.7,46
14902,The Peanuts Movie: Snoopy's Grand Adventure,59,4,6.6,19
14903,My Ballet Studio,,,,
14904,Backyard NFL Football,,,,
14905,Aegis of Earth: Protonovus Assault,57,11,7.8,9
14906,Gauntlet / Rampart,,,,
14907,Bully: Scholarship Edition,72,11,7.5,257
14908,River King: Wonderful Journey,,,,
14909,Sengoku Otome: Legend Battle,,,,
14910,RollerCoaster Tycoon 2: Triple Thrill Pack,,,3.2,26
14911,Justice League Heroes: The Flash,72,8,7.4,7
14912,Pop Cutie! Street Fashion Simulation (JP sales),,,,
14913,Harvest Moon: Skytree Village,,,7.4,7
14914,Age of Empires III: Gold Edition,,,7.8,6
14915,Bae Yong-joon to Manabu Kankokugo DS,,,,
14916,World War II Combat: Road To Berlin,,,1.2,5
14917,Metal Saga,62,26,7.3,9
14918,Divinity II: Flames of Vengeance,72,4,8.3,15
14919,CID The Dummy,31,7,,
14920,Battlefield 2142,80,48,6.8,326
14921,Imagine: Sweet 16,,,,
14922,Last Escort 2: Shinya no Amai Toge,,,,
14923,Pop'n Music 13 Carnival,,,,
14924,Air Conflicts: Secret Wars,65,5,6.4,24
14925,Bookworm,62,5,,
14926,Monster Mayhem: Build and Battle,,,,
14927,Tokushu Houdoubu,,,,
14928,My DoItAll,60,4,,
14929,Shakugan no Shana,,,,
14930,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,,,,
14931,Lost Planet 2,63,15,6.3,87
14932,Kawasaki Snowmobiles,,,2,6
14933,X3: Terran Conflict,73,16,7.9,222
14934,The King of Fighters: Maximum Impact - Maniax,,,,
14935,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,,,,
14936,HotBrain,,,,
14937,Hankou Shashin,,,,
14938,Little Busters! Converted Edition,,,,
14939,Open Season,57,6,,
14940,Pro Yakyuu Family Stadium,,,,
14941,Marker Man Adventures,,,,
14942,Monster Hunter Frontier Online: Forward 2,,,,
14943,Agatha Christie's The ABC Murders,67,17,6.2,12
14944,Moyashimon DS,,,,
14945,Ocean Commander,,,,
14946,Let's Play Ballerina,,,,
14947,Atari Flashback Classics: Volume 1,,,,
14948,A Ressha de Gyoukou 2001,,,,
14949,Starry ? Sky: In Autumn,,,,
14950,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,,,,
14951,Pitball,,,,
14952,D.C. III: Da Capo III,,,,
14953,Combat Wings: The Great Battles of WWII,,,,
14954,Judge Dredd: Dredd Vs Death,52,13,5.3,9
14955,Ducati Moto,69,4,,
14956,Drome Racers,73,9,,
14957,SWAT 4,85,49,8.6,224
14958,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,,,,
14959,Heroes of Hellas 2: Olympia,,,,
14960,X-Men Origins: Wolverine - Uncaged Edition,,,,
14961,Battlefield 1942,89,27,8.6,327
14962,Tenkaichi * Sengoku Lovers,,,,
14963,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,,,,
14964,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,,,,
14965,Bode Miller Alpine Skiing,,,6.6,5
14966,Magicka Collection,,,7.5,6
14967,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,,,,
14968,R-Type Delta,,,,
14969,Petz: Catz Playground,,,,
14970,Senjou no Waltz,,,,
14971,Angelique: Maren no Rokukishi,,,,
14972,Secrets of the Titanic,,,,
14973,Captain Morgane and the Golden Turtle,54,6,6.2,11
14974,Napoleon Dynamite: The Game,45,9,7.3,4
14975,Soul Eater: Battle Resonance,,,,
14976,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,,,,
14977,The Great Battle Gaiden 2: Matsuri da Wasshoi,,,,
14978,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,,,,
14979,Rock 'N' Roll Adventures,,,,
14980,War Gods,,,,
14981,Monster Mayhem: Build and Battle,,,,
14982,BlazBlue: Chrono Phantasma Extend,,,6.8,13
14983,Legend of Kay Anniversary,62,22,6.4,11
14984,Evangelion: Jo,,,,
14985,Duke Nukem 3D: 20th Anniversary World Tour,70,4,,
14986, Beyblade Burst,,,,
14987,Dungeon Siege II,80,51,7.9,159
14988,Doki Oki,,,,
14989,Gakuen Alice: WakuWaku * Happy Friends,,,,
14990,Battlestations: Pacific,74,31,8.4,46
14991,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,,,,
14992,Konohana 2: Todoke Kanai Requiem,,,,
14993,Derby Time 2006,,,,
14994,I Heart Geeks,,,,
14995,The Legend of Heroes: Trails in the Sky Third Chapter,,,,
14996,Let's Dance with Mel B,,,,
14997,Jewel Quest 5: The Sleepless Star,,,,
14998,MAPLUS: Portable Navi 3,,,,
14999,Neverwinter Nights Diamond,,,8.2,11
15000,DEATH NOTE: L o Tsugu Mono,,,,
15001,ZooCube,67,15,6.1,7
15002,GRID Autosport,78,35,6.2,257
15003,Spy Hunter / Super Sprint,,,,
15004,Demon Gaze 2,,,,
15005,Clover no Kuni no Alice: Wonderful Wonder World,,,,
15006,Otometeki Koi Kakumei * Love Revo! Portable,,,,
15007,Room Zoom: Race for Impact,,,,
15008,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,,,,
15009,Tube Slider,62,21,,
15010,America Oudan Ultra-Quiz,,,,
15011,DoDonPachi Dai-Oujou: Black Label Extra,,,,
15012,Shinseiki Evangelion: Battle Orchestra,,,,
15013,Let's Play Garden,,,,
15014,My Animal Centre,,,,
15015,Blade Arcus from Shining EX,,,,
15016,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,,,,
15017,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,,,,
15018,Battlefield 2: Modern Combat(JP sales),,,,
15019,Petz: Dolphinz Encounter,,,,
15020,The Lord of the Rings: Conquest,57,24,6.7,42
15021,The Idolmaster: Gravure For You! Vol.7,,,,
15022,Monster High: New Ghoul in School,,,,
15023,Stake: Fortune Fighters,26,8,3.7,6
15024,Assault Suit Leynos,67,8,,
15025,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,,,,
15026,Serious Sam Advance,51,9,7.2,10
15027,Pop'n Music 12 Iroha,,,,
15028,Foto Showdown,,,,
15029,Juusanshi Engi Engetsu Sangokuden 2,,,,
15030,Turbo: Super Stunt Squad,,,3.9,8
15031,BeatMania IIDX 11: IIDX Red,,,,
15032,Disney Planes Fire & Rescue,,,,
15033,Let's Dance with Mel B,,,,
15034,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,,,,
15035,Road Trip: The Arcade Edition,,,,
15036,Alien Breed Trilogy,,,,
15037,No More Heroes: Heroes' Paradise,,,,
15038,Virtua Tennis: World Tour (jp sales),,,,
15039,Captain Morgane and the Golden Turtle,,,,
15040,Cold War,60,25,8,4
15041,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,,,,
15042,Steel Battalion: Line of Contact,70,19,8,8
15043,Reco Love: Blue Ocean,,,,
15044,Ken to Mahou to Gakuen Mono. 2G,,,,
15045,NBA Starting Five,48,4,5.5,4
15046,Kami Naru Kimi to,,,,
15047,Spy Hunter: Nowhere To Run,51,21,6,6
15048,Ikki Tousen: Eloquent Fist,,,,
15049,Final Fantasy XIV: Heavensward,86,14,7.7,255
15050,Omega Quintet,58,22,7.1,81
15051,Disney's Magical Quest 3 Starring Mickey and Donald,58,7,,
15052,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,,,,
15053,Carmen Sandiego: The Secret of the Stolen Drums,53,7,,
15054,Strike Witches 2: Iyasu Naosu Punipunisuru,,,,
15055,Final Fantasy XIV: Heavensward,,,8.2,72
15056,Diabolik Lovers: Vandead Carnival,,,,
15057,"Ed, Edd n Eddy: The Mis-Edventures",56,6,7.7,6
15058,Bunmei Haruka: Aoiza Ibunroku,,,,
15059,Atari Flashback Classics: Volume 2,,,,
15060,Vantage Master Portable,,,,
15061,Viva Pinata,78,20,7.8,20
15062,Lilpri DS: Hime-Chen! Apple Pink,,,,
15063,Moto Racer DS,73,6,,
15064,Neverwinter Nights 2,82,46,6.5,565
15065,O.M.G. 26 - Our Mini Games,,,,
15066,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",,,,
15067,PopCap Hits! Vol 2,,,,
15068,Star Wars: Empire at War - Forces of Corruption,75,25,8.6,79
15069,Jurassic Park: Operation Genesis,72,15,8.7,55
15070,Warhammer Online: Age of Reckoning,86,54,7.9,374
15071,Ty the Tasmanian Tiger 3: Night of the Quinkan,66,13,,
15072,Total Overdose: A Gunslinger's Tale in Mexico,71,28,9.2,27
15073,Bomberman Fantasy Race,,,,
15074,AMF Xtreme Bowling,30,4,4.2,5
15075,Carnage Heart EXA,,,,
15076,Worms,76,9,6.9,18
15077,Capcom Digital Collection,65,11,5.3,4
15078,Colin McRae Rally 2.0,80,8,,
15079,Bust-A-Move,,,,
15080,Bugriders: The Race of Kings,,,,
15081,The Settlers: Rise of an Empire,66,19,7.7,44
15082,Payout Poker & Casino,,,,
15083,Sheep,71,6,,
15084,Wii de Asobu: Metroid Prime,,,,
15085,Tank Beat,40,12,5.4,8
15086,Wangan Midnight Portable,,,,
15087,Who Wants to be a Millionaire: 2nd Edition,,,,
15088,Rugby League Live 3,,,7.6,7
15089,Cross Ange: Tenshi to Ryuu no Rondo tr.,,,,
15090,Tropico Reloaded,,,,
15091,Canvas 2,,,,
15092,Pony Luv,,,,
15093,Memories Off: Sorekara Again,,,,
15094,11eyes: CrossOver,,,,
15095,ParaWorld,71,29,8.3,23
15096,Chuck E. Cheese's Sports Games,,,,
15097,Puppet Show 3: Lost Town,,,,
15098,Stronghold 2 Deluxe,,,,
15099,AirForce Delta Storm,71,6,,
15100,Winning Post 8 2015,,,,
15101,Peter Pan in Disney's Return to Never Land,,,,
15102,Xenosaga I·II,,,,
15103,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,,,,
15104,La Corda d'Oro 4,,,,
15105,Kuusen II,,,,
15106,Cross Channel: In Memory of All People,,,,
15107,Ghost Pirates of Vooju Island,66,14,,
15108,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,,,,
15109,Future Tactics: The Uprising,63,19,,
15110,Are You Alice?,,,,
15111,Bella Sara 2 - The Magic of Drasilmare,,,,
15112,Dance Dance Revolution: Hottest Party 5,,,,
15113,Rengoku II:  The Stairway To H.E.A.V.E.N.,51,24,7.6,14
15114,Kensei: Sacred Fist,,,,
15115,Okashi na Shima no Peter Pan: Sweet Never Land,,,,
15116,Backyard NFL Football,,,,
15117,Urakata Hakuoki,,,,
15118,Here They Lie,62,31,6.5,36
15119,George of the Jungle and the Search for the Secret,35,10,4,6
15120,Gift: Prism,,,,
15121,Rugby League Live 3,,,7,4
15122,Legacy of Ys: Books I & II,,,,
15123,Shanghai: True Valor,,,,
15124,Supermodel Makeover by Lauren Luke,,,,
15125,Pharaoh,,,8.6,45
15126,Major Dream: Major DS Dream Baseball,,,,
15127,Steins;Gate: Senkei Kousoku no Phonogram,,,,
15128,Escape the Emerald Star,,,,
15129,Thunderbirds,47,11,,
15130,TV Total Events,,,,
15131,Vitamin Z Revolution,,,,
15132,Aegis of Earth: Protonovus Assault,,,,
15133,Aria: The Origination ~Aoi Wakusei no El Cielo~,,,,
15134,Inkheart,39,8,2.2,5
15135,Lunatic Dawn Tempest,,,,
15136,Strike Witches: Shirogane no Tsubasa,,,,
15137,Total Immersion Racing,60,7,,
15138,Luxor: The Wrath of Set,60,16,,
15139,Board Game: Top Shop,,,,
15140,Blade Arcus from Shining EX,,,,
15141,Bigfoot King of Crush,,,,
15142,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,,,,
15143,Demigod,76,50,7.9,183
15144,Cocoto Magic Circus,,,,
15145,Rugby Challenge 3,,,,
15146,Toukiden 2,,,,
15147,Europa Universalis III Complete,,,8.7,6
15148,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,,,,
15149,Dunamis 15,,,,
15150,DemiKids: Dark Version,,,,
15151,Resident Evil: Umbrella Corps,,,,
15152,Mage Knight: Destiny's Soldier,59,8,7.1,11
15153,Fishdom 2 Deluxe,,,,
15154,Blender Bros.,73,10,,
15155,Treasure Chase,,,,
15156,Suzumiya Haruhi no Heiretsu,,,,
15157,Stronghold Crusader Extreme,45,11,6.8,45
15158,Nanatsuiro * Drops Pure!!,,,,
15159,DemiKids: Light Version,62,8,8.3,15
15160,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,,,,
15161,Cities XL 2011,70,17,5.7,39
15162,Farm Frenzy 3,,,,
15163,Bottom of the 9th '97,,,,
15164,Shaman King: Chou Senjiryokketsu 3,,,,
15165,Rapala for Kinect,,,,
15166,Line Rider 2: Unbound,62,12,6.4,5
15167,Hyakka Hyakurou: Sengoku Ninpoujou,,,,
15168,HatsuKare * Renai Debut Sengen!,,,,
15169,QUIZ PARTY,,,,
15170,SimCity Societies,63,27,4.3,95
15171,Winx Club: Rockstars,,,,
15172,World Series of Poker 2008: Battle for the Bracelets,,,6.5,4
15173,Star Trek Online,66,34,6.2,694
15174,Kingdom: Ikkitousen no Ken,,,,
15175,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,,,,
15176,RayCrisis: Series Termination,67,8,,
15177,Bomberman Story DS,,,,
15178,Anima - Gate of Memories,52,13,7.9,34
15179,Ikki Tousen: Shining Dragon,,,,
15180,Tom Clancy's Rainbow Six: Vegas 2,78,20,7.3,185
15181,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,,,,
15182,Toxic Grind,49,9,,
15183,Tropico 4: Modern Times,78,11,8,58
15184,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,,,,
15185,ScrapLand,73,20,7.4,5
15186,Enchanted Arms (JP sales),,,,
15187,Utawarerumono: Futari no Hakuoro,,,,
15188,Geten no Hana,,,,
15189,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,,,,
15190,Indianapolis 500 Evolution,,,,
15191,Brothers in Arms: Hell's Highway,79,22,7.9,130
15192,D.Gray-man: Sousha no Shikaku,,,,
15193,Crazy Machines,,,,
15194,Ookami to Koushinryou: Omiowataru Kaze,,,,
15195,DiRT,84,20,7.3,91
15196,School Days LxH,,,,
15197,IL-2 Sturmovik: Forgotten Battles,86,12,8.6,38
15198,Serious Sam HD: Gold Edition,,,,
15199,Big Idea's VeggieTales: LarryBoy and the Bad Apple,,,,
15200,Neo Angelique,,,,
15201,Psycho-Pass: Mandatory Happiness,64,11,7.3,10
15202,Namco Museum Battle Collection (JP sales),,,,
15203,Ceville,73,17,8.2,21
15204,Brandish: The Dark Revenant,78,9,8.3,12
15205,Thomas and Friends: Steaming around Sodor,,,,
15206,Chaos;Head Noah,,,,
15207,Summon Night: Swordcraft Story,77,20,8.1,19
15208,Samurai Shodown V,58,29,,
15209,Falcon 4.0: Allied Force,90,7,8.6,37
15210,Minna no Chizu 2,,,,
15211,Pro Fishing Challenge,62,11,9.1,9
15212,Franklin's Great Adventures,,,,
15213,Atelier Firis: The Alchemist of the Mysterious Journey,,,,
15214,Phoenix Wright: Ace Attorney Trilogy,81,34,9,76
15215,Princess Saver! Eternal Love for My Lady,,,,
15216,Jitsumei Jikkyou Keiba Dream Classic 2002,,,,
15217,Ice Age: Dawn of the Dinosaurs,67,5,,
15218,To Love-Ru Trouble: Darkness - True Princess,,,,
15219,Tokyo Mew Mew,,,,
15220,Kawasaki Jet Ski,,,0.6,5
15221,Interactive Storybook DS Series 3,,,,
15222,Twinkle * Crusaders GoGo!,,,,
15223,Moujuutsukai to Oujisama: Snow Bride Portable,,,,
15224,Rule of Rose,59,44,8.6,51
15225,RedCard 20-03,71,11,7.4,5
15226,Bejeweled 2 Deluxe,,,,
15227,Freestyle Metal X,,,,
15228,Captain Morgane and the Golden Turtle,,,,
15229,Shonen Jump's One Piece: Grand Adventure,,,,
15230,Dino Dini's Kick Off Revival,31,22,4.5,66
15231,Pac-Man World Rally,54,20,7.4,5
15232,Winning Post 8 2015,,,,
15233,GT Legends,84,21,8.6,44
15234,Monster High 13 Wishes,,,5.5,8
15235,Ukiyo no Roushi,,,,
15236,Uta Kumi 575,,,,
15237,The Professor's Brain Trainer: Logic,,,,
15238,Street Fighter X Tekken,79,8,6.4,134
15239,Kung Fu Panda,71,11,7.8,12
15240,428: Fuusa Sareta Shibuya de,,,,
15241,Catan,,,,
15242,Frontlines: Fuel of War,73,19,6.9,171
15243,Jewel Match 2,,,,
15244,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,,,,
15245,Rugby World Cup 2015,,,4.3,7
15246,NFL Blitz Pro,71,9,,
15247,Tom Clancy's EndWar,68,24,6.7,42
15248,Totally Spies! 2: Undercover,,,,
15249,Black Rose Valkyrie,,,,
15250,Commandos: Strike Force,62,27,,
15251,Warriors of the Lost Empire (JP sales),,,,
15252,Jojo's Bizarre Adventure,,,,
15253,Lode Runner,,,,
15254,Evolution Snowboarding,38,9,,
15255,Zathura,48,15,5.5,4
15256,Jissen Pachinko Hisshouhou! CR Sakura Taisen,,,,
