ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
625,Tomb Raider: The Last Revelation,,,,
626,Mario Party 4,70,26,7.4,74
627,Pure,85,55,7.7,83
628,Rock Band,92,72,8.2,178
629,NBA 2K13,90,26,8,99
630,Saints Row: The Third,82,50,7.7,384
631,Resistance 2,87,79,6.1,1889
632,NBA 2K15,83,50,7,291
633,Final Fantasy V,,,,
634,Final Fantasy Tactics,83,12,8.2,190
635,Midnight Club: Los Angeles,82,50,8.2,100
636,Twisted Metal 2,,,,
637,The Sims: Bustin' Out,81,26,8.4,42
638,Riven: The Sequel to Myst,83,12,,
639,LEGO Harry Potter: Years 1-4,79,13,8,34
640,Need for Speed (2015),,,,
641,Call of Duty: Infinite Warfare,78,17,3.1,290
642,Madden NFL 16,84,23,6.1,124
643,Ice Hockey,,,,
644,Sonic Adventure,,,,
645,Tom Clancy's Rainbow Six: Vegas 2,82,66,7.8,176
646,uDraw Studio,71,9,,
647,Tomb Raider (2013),,,,
648,Need for Speed Carbon: Own the City,73,14,7.9,39
649,Dragon Ball Z: Budokai 2,66,28,8.2,92
650,pro evolution soccer 2011,77,40,6.8,85
651,ATV Offroad Fury,82,16,8.4,53
652,Dino Crisis,,,,
653,Need for Speed: ProStreet,62,11,6.2,34
654,Halo: Combat Evolved Anniversary,82,73,8.1,487
655,Tetris Plus,,,,
656,Pro Wrestling,,,,
657,Theme Hospital,,,9,90
658,Frogger's Adventures: Temple of the Frog,73,4,,
659,Monopoly,,,,
660,,,,,
661,Guitar Hero,91,65,8.7,173
662,Madden NFL 11,83,36,6.1,68
663,WCW/nWo Revenge,,,,
664,Yu-Gi-Oh! The Duelists of the Roses,,,,
665,Dead Island,71,75,6.9,627
666,Half-Life 2,96,81,9.1,8665
667,The Incredibles,62,36,7.6,22
668,Madden NFL 08,85,46,6.4,108
669,Tony Hawk's Underground 2,83,59,8.8,55
670,Zumba Fitness,42,10,5.5,16
671,Madden NFL 10,85,41,6.8,58
672,Kirby's Dream Land 2,,,,
673,Midnight Club: Los Angeles,81,66,8.5,142
674,Donkey Kong Land II,,,,
675,Dragon Warrior Monsters,,,,
676,Kinect: Disneyland Adventures,73,33,2.9,67
677,WWE SmackDown vs Raw 2008,71,11,7.2,31
678,The Legend of Zelda: Majora's Mask 3D,89,82,9,478
679,LEGO Indiana Jones: The Original Adventures,78,22,6.6,28
680,Resident Evil - Code: Veronica X,84,21,8.4,189
681,NBA 2K16,86,14,6.2,115
682,Kinect Sports: Season Two,66,46,6.5,39
683,My Fitness Coach,,,8.6,16
684,Mario Tennis,,,,
685,Grand Theft Auto,,,,
686,James Bond 007: Everything or Nothing,84,42,9.1,51
687,Need For Speed: High Stakes,86,14,8.5,28
688,Chrono Trigger,,,,
689,Guild Wars 2,90,69,7.9,2954
690,Cool Boarders 3,,,,
691,Paper Mario: Sticker Star,75,69,5.6,382
692,WarioWare Touched!,,,,
693,Batman: Arkham Origins,76,46,7.7,668
694,Tomb Raider II,,,8.3,37
695,Yokai Watch Busters,,,,
696,LEGO Star Wars: The Complete Saga,80,18,6.7,87
697,Need for Speed Underground 2,77,35,8.7,27
698,Pro Evolution Soccer 2010,78,42,6.7,76
699,Mario Bros.,,,,
700,FIFA Soccer 09,82,8,6.9,20
701,LEGO Harry Potter: Years 1-4,72,7,7.2,6
702,The Sims 3,76,42,7.1,71
703,Pokemon Ranger: Shadows of Almia,68,24,8.2,27
704,TOCA Touring Car Championship,,,,
705,Dead Island,71,41,6.6,405
706,Kirby: Nightmare in Dream Land,81,24,8.9,54
707,Wario Land 4,88,17,8.9,42
708,Sonic's Ultimate Genesis Collection,80,35,8.6,43
709,Far Cry: Primal,76,91,6.3,635
710,Battlefield 1,87,37,8.2,440
711,Onimusha 2: Samurai's Destiny,84,31,9,52
712,Cool Boarders 2,,,,
713,Paper Mario: The Thousand-Year Door,87,55,9.4,306
714,Madden NFL 12,79,31,5.5,56
715,God of War: Ascension,80,89,7.5,914
716,Guitar Hero III: Legends of Rock,83,45,7.8,52
717,Sonic Advance,87,22,8.1,48
718,Super Monkey Ball: Banana Blitz,74,53,5.7,72
719,Just Dance Kids,,,,
720,Call of Duty 3,69,42,6.7,61
721,New Super Luigi U,77,59,7.9,288
722,Assassin's Creed IV: Black Flag,,,7.4,355
723,Spyro: Season of Ice,74,16,8,13
724,Dissidia: Final Fantasy,79,61,8,139
725,Madden NFL 25,80,32,5.6,136
726,Teenage Mutant Ninja Turtles II: The Arcade Game,,,,
727,Dance Dance Revolution X2,,,,
728,Borderlands 2,91,25,8.2,858
729,Prince of Persia: The Sands of Time,92,44,8.8,204
730,Monster Hunter Tri,84,70,8.6,219
731,LEGO Marvel Super Heroes,80,37,7.6,127
732,The Legend of Zelda: Link's Awakening DX,,,,
733,Resident Evil 4,,,,
734,Tom Clancy's Rainbow Six: Siege,73,40,7.3,480
735,Star Wars: The Force Unleashed,71,47,6.6,233
736,Devil May Cry 3: Dante's Awakening Special Edition,,,,
737,Frogger,,,,
738,Guitar Hero II,92,55,8.1,220
739,Forza Motorsport 5,79,76,5.9,1095
740,Rock Band 2,92,69,8.3,156
741,Pro Yakyuu Family Stadium,,,,
742,Wario Land 3,,,,
743,Need for Speed: Hot Pursuit,88,73,7,206
744,LEGO Indiana Jones: The Original Adventures,80,15,7.9,16
745,BioShock 2,88,93,8.2,573
746,High School Musical: Makin' the Cut!,,,,
747,Star Wars: Knights of the Old Republic,94,72,9.2,317
748,Kirby's Pinball Land,,,,
749,Donkey Kong Country,,,,
750,Madden NFL 15,81,37,6.1,208
751,Pro Evolution Soccer 2012,80,41,6.6,132
752,Saints Row,81,74,7.5,211
753,Yu-Gi-Oh: Duel Monsters 4,,,,
754,ATV Offroad Fury 2,82,26,8.9,28
755,FIFA 15,82,33,5.4,347
756,Mario & Luigi: Superstar Saga,,,,
757,Star Wars: Rogue Squadron,,,,
758,Tennis,,,,
759,Tom Clancy's The Division,80,33,6.9,614
760,Final Fantasy XIII,82,54,6.3,539
761,The Sims: House Party,74,17,7.9,30
762,Scribblenauts,79,72,7.6,110
763,Sonic Unleashed,66,30,7.3,136
764,Syphon Filter 2,,,,
765,Pokemon Ranger,69,21,7.6,50
766,Volleyball,,,,
767,Skylanders SWAP Force,,,6.6,5
768,Overwatch,90,31,6.1,1358
769,Hitman: Absolution,83,30,7.5,511
770,SimCity 2000,,,,
771,R.C. Pro-Am,,,,
772,Super Mario RPG: Legend of the Seven Stars,,,,
773,Mahjong,,,,
774,Demon Attack,,,,
775,Call of Duty: Roads to Victory,64,45,7.5,30
776,Dance Dance Revolution Extreme,77,26,9,20
777,Final Fantasy Tactics Advance,87,44,7.8,212
778,Your Shape featuring Jenny McCarthy,62,5,5.2,54
779,Project Gotham Racing,85,35,8.2,28
780,Golf,,,,
781,NBA 2K12,90,38,6.7,127
782,Tony Hawk's Pro Skater,,,,
783,Need for Speed: Hot Pursuit 2,89,31,8.5,92
784,PES 2009: Pro Evolution Soccer,,,,
785,Dynasty Warriors 4,78,24,9.3,201
786,NBA 2K14,84,26,4.9,142
787,Parasite Eve,81,17,8.9,89
788,Tetris DS,84,56,8.7,44
789,Project Gotham Racing (JP weekly sales),,,,
790,Scooby-Doo! Night of 100 Frights,,,,
791,Battlefield: Hardline,73,46,5,845
792,Mortal Kombat,86,66,8.3,382
793,Borderlands,83,58,7.9,427
794,Devil May Cry 3: Dante's Awakening,84,60,9,212
795,Derby Stallion,,,,
796,NBA 2K11,89,50,8.1,100
797,Finding Nemo,,,,
798,Dying Light,74,58,7.9,1287
799,Yokai Watch,,,,
800,Dead Rising,85,82,7.6,520
801,World of Warcraft: Cataclysm,90,53,5.6,953
802,Tetris Worlds,44,7,6.2,11
803,Final Fantasy III,77,45,7.1,136
804,Sim Theme Park,,,8.3,14
805,Mario Party 5,69,33,8.2,57
806,Rock Band,80,21,6.3,37
807,Warcraft: Orcs & Humans,,,,
808,Mario & Luigi: Dream Team,,,,
809,Portal 2,95,66,8.5,997
810,Mario Sports Mix,64,54,7.1,34
811,Need for Speed: Most Wanted 5-1-0,72,21,7.8,54
812,Spec Ops: Airborne Commando,,,,
813,The Sims 2: Pets,49,5,5.2,24
814,Dance Dance Revolution: Hottest Party,73,16,7.1,27
815,DriveClub,71,85,6.1,1571
816,Yu-Gi-Oh! The Eternal Duelist Soul,,,,
817,UFC 2009 Undisputed,83,68,7.9,51
818,Metal Gear Solid: Peace Walker,89,66,8.9,443
819,Kirby's Epic Yarn,,,,
820,Wipeout: The Game,,,,
821,Pokemon Mystery Dungeon: Red/Blue Rescue Team,,,,
822,The Incredibles,55,13,,
823,R4: Ridge Racer Type 4,88,18,9.2,21
824,Kingdom Hearts: Birth by Sleep,82,62,8.6,208
825,Tom Clancy's Splinter Cell: Conviction,,,,
826,SoulCalibur II,92,41,8.8,120
827,Need for Speed: ProStreet,72,42,7.1,78
828,Sonic Mega Collection,75,26,8.8,41
829,Ghostbusters: The Video Game (DS Version),,,,
830,Madden NFL 15,,,5.5,29
831,Need For Speed: Undercover,59,40,5.9,71
832,Toy Story 3: The Video Game,,,,
833,NBA Jam,,,,
834,SOCOM: U.S. Navy SEALs: Combined Assault,72,38,9,34
835,Peter Jackson's King Kong: The Official Game of the Movie,82,41,8.2,68
836,Need for Speed: ProStreet,73,26,6,43
837,Donkey Kong Country,78,26,8.9,53
838,Dance Central 2,86,56,8.2,63
839,PGR4 - Project Gotham Racing 4,,,,
840,1080°: TenEighty Snowboarding,,,,
841,Carnival Games,48,11,3.3,4
842,NBA Live 2004,86,19,7.7,41
843,Call of Duty 2,89,65,8.1,307
844,Rayman Raving Rabbids: TV Party,73,24,7.7,29
845,Pokémon Mystery Dungeon: Blue Rescue Team,62,34,8.1,97
846,Dark Souls,89,54,8.7,1397
847,Just Dance 3,70,34,7.7,17
848,Battlefield 4,81,5,6.6,480
849,Fire Emblem: Awakening,92,72,9.1,1130
850,Need for Speed: The Run,64,48,6.4,182
851,Just Dance 2015,,,8.4,5
852,Dragon Age: Inquisition,89,43,7.4,1984
853,Super Street Fighter II,,,,
854,Dead Space,88,67,8.8,545
855,Mortal Kombat vs. DC Universe,76,44,7.1,107
856,TouchMaster,71,19,5.7,9
857,Tenchu: Stealth Assassins,87,14,8.8,45
858,Tennis,,,,
859,Harry Potter and the Chamber of Secrets,76,11,7.9,14
860,Kingdom Hearts 358/2 Days,75,53,7.8,162
861,Skate 3,80,46,7.6,82
862,SimCity,,,,
863,Harry Potter and the Chamber of Secrets,,,8.5,33
864,Need for Speed Rivals,80,53,6.2,667
865,Spyro: Enter the Dragonfly,56,20,4.1,95
866,Devil May Cry 2,68,40,6.6,167
867,E.T.: The Extra Terrestrial,,,,
868,Hot Shots Golf: Open Tee,81,57,8.7,34
869,Minecraft,,,,
870,Soccer,,,,
871,Rad Racer,,,,
872,Forza Horizon,85,83,8.4,431
873,Tom Clancy's Rainbow Six: Vegas,88,69,8.3,225
874,Crash Nitro Kart,69,24,7.7,59
875,Resident Evil 6,67,71,5,1407
876,Grand Theft Auto: San Andreas,93,58,8.6,118
877,Star Wars: Dark Forces,,,,
878,NBA Street Vol. 2,90,31,8.8,70
879,Def Jam Vendetta,80,33,8.9,41
880,Kirby Squeak Squad,71,29,8.1,41
881,Burnout Paradise,87,55,7.7,455
882,Who wants to be a millionaire,,,,
883,Alleyway,,,,
884,Scooby Doo and the Cyber Chase,,,7.4,10
885,The Sims 3,78,39,6.4,55
886,FIFA Soccer 09,87,51,8,106
887,Dragon Ball Z: Budokai 3,77,32,8.9,137
888,Call of Duty: World at War,83,19,7.6,78
889,Jet Moto 2,,,,
890,Tom Clancy's Ghost Recon,63,18,8.3,22
891,BioShock Infinite,93,33,8.5,1647
892,X-Men Legends,79,48,8.5,69
893,Mortal Kombat II,,,,
894,Virtua Fighter 2,,,,
895,Mortal Kombat vs. DC Universe,72,61,7.5,87
896,Destiny: The Taken King,86,81,6,1079
897,Tetris DX,,,,
898,The Legend of Zelda: Oracle of Ages,,,,
899,Destiny,,,4.7,504
900,Red Faction,88,25,8,69
901,The Sims: Makin' Magic,80,22,8.6,31
902,Mario Party: Island Tour,57,47,6.3,117
903,MX Unleashed,80,18,9.2,46
904,PaRappa The Rapper,92,15,7.4,48
905,Guitar Hero: World Tour,84,43,7.5,80
906,Need for Speed: Shift,83,75,6.5,134
907,Mario Party 3,,,,
908,Diablo III,86,43,6.4,557
909,LittleBigPlanet 3,79,78,7.1,506
910,Star Wars Rogue Leader: Rogue Squadron II,90,45,8.6,80
911,Tomb Raider (2013),,,,
912,Mario Super Sluggers,69,31,7.8,58
913,Donkey Kong Country Returns,,,,
914,Monopoly,70,11,7.8,17
915,Madden NFL 09,85,38,4.4,132
916,Batman: Arkham Origins,74,46,7.5,685
917,Game Party 2,29,7,4.6,7
918,Yu-Gi-Oh! Forbidden Memories,,,,
919,Mortal Kombat: Deception,81,43,8.5,90
920,Hot Shots Golf 2,,,,
921,Medal of Honor: European Assault (All Region sales),,,,
922,NBA 2K17,88,47,6.7,162
923,Toy Story Mania!,49,15,6.6,13
924,WCW Nitro,,,,
925,High School Musical: Sing It!,,,,
926,Star Fox Adventures,82,39,7.7,145
927,FIFA 2000,,,,
928,Madden NFL 25,76,19,4.1,91
929,Dynasty Warriors 3,78,17,9.1,90
930,The Legend of Zelda: Oracle of Seasons,,,,
931,Ratchet & Clank Future: A Crack in Time,,,,
932,Madden NFL 06,86,39,6.7,41
933,Shrek 2,71,32,8.5,24
934,Turok 2: Seeds of Evil,,,,
935,The Legend of Dragoon,74,12,8.4,248
936,SingStar,,,,
937,Star Wars: The Force Unleashed,71,18,7.9,75
938,NBA Live 2002,70,16,7.4,8
939,Just Cause 3,73,42,6.5,403
940,Chrono Cross,94,16,8.1,297
941,Jak 3,84,55,8.6,246
942,Kingdom Hearts: Chain of Memories,76,37,7.9,84
943,Pinball,,,,
944,Max Payne 3,87,31,7.8,790
945,Gran Turismo Concept 2001 Tokyo,,,,
946,LEGO Marvel Super Heroes,82,22,7.9,76
947,Phineas and Ferb,80,4,4.5,8
948,NCAA Football 06,87,25,8.5,36
949,"Hey You, Pikachu!",,,,
950,Rayman Raving Rabbids 2,67,25,8.3,66
951,2 Games in 1: Sonic Advance & ChuChu Rocket!,,,,
952,Jet Moto,,,,
953,Kirby: Triple Deluxe,80,68,8.8,206
954,Secret of Mana,,,,
955,GoldenEye 007 (2010),,,,
956,Sonic Classic Collection,70,24,7.5,28
957,Air Combat,,,,
958,Diablo III,,,,
959,inFAMOUS 2,83,90,8.4,932
960,World of Warcraft: Mists of Pandaria,82,42,4.8,1265
961,Sonic & Knuckles,,,,
962,Namco Museum,72,9,6,5
963,The Sims: Hot Date,85,17,7.9,70
964,Demon's Souls,89,81,8.9,1441
965,The Orange Box,96,54,8.9,797
966,DDRMAX2: Dance Dance Revolution,82,27,8.2,11
967,Crazy Taxi,,,,
968,Virtua Fighter 4,94,36,8,84
969,Mafia III,68,66,5.1,1147
970,Sly 2: Band of Thieves,88,64,9,178
971,Guitar Hero: World Tour,,,8,13
972,Sonic Advance 2,83,23,8.3,46
973,Madden NFL 07,80,54,6,148
974,NFL GameDay 2000,,,,
975,NBA 2K11,89,46,7.6,105
976,Forza Motorsport 6,87,85,7.9,863
977,The Evil Within,75,65,7.3,1223
978,Metroid Prime 3: Corruption,90,62,8.9,491
979,The Legend of Zelda: The Wind Waker,,,,
980,Disney's The Lion King,,,,
981,Professor Layton and the Mask of Miracle,,,,
982,Midnight Club II,85,41,8.5,47
983,SpongeBob SquarePants: SuperSponge,,,,
984,The Getaway: Black Monday,57,53,7.6,47
985,50 Cent: Bulletproof,47,21,6.6,129
986,Final Fantasy II,,,,
987,Kirby 64: The Crystal Shards,,,,
988,Dead or Alive 3,87,35,8.6,44
989,Dragon Quest Monsters: Joker,75,30,7.4,27
990,LEGO Star Wars III: The Clone Wars,76,7,7.7,10
991,High School Musical: Sing It!,,,,
992,Metroid II: Return of Samus,,,,
993,WWF Attitude,,,,
994,UFC 2009 Undisputed,84,58,8.1,47
995,The SpongeBob SquarePants Movie,75,5,9,54
996,Golden Sun,91,29,9.3,198
997,Sonic the Hedgehog 3,,,,
998,Kid Icarus,,,,
999,Def Jam: Fight for NY,83,46,8.9,73
1000,Tom Clancy's Ghost Recon,84,29,6.1,27
1001,State of Emergency,71,34,5.7,33
1002,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,,,,
1003,The Urbz: Sims in the City,70,25,8.2,24
1004,Star Wars: Starfighter,84,25,8,21
1005,Madden NFL 2000,,,,
1006,Star Wars: Battlefront,80,55,9.1,57
1007,Pro Evolution Soccer,,,,
1008,Madden NFL 17,82,35,4.9,83
1009,Just Cause 2,83,66,8,291
1010,Disney's Aladdin,,,,
1011,Kirby's Adventure,,,,
1012,Yoshi,,,,
1013,The Elder Scrolls Online,,,,
1014,FIFA Soccer 08,81,28,7.1,47
1015,Crackdown,83,75,8,340
1016,Wii Party U,65,38,6.8,135
1017,Dance Dance Revolution X,55,6,6.2,6
1018,2 Games in 1: Disney Princess & The Lion King,,,,
1019,Kingdom Hearts,,,,
1020,Star Wars Episode I: The Phantom Menace,,,,
1021,Xenosaga Episode I: Der Wille zur Macht,83,35,8.7,99
1022,Watch Dogs,,,5.1,383
1023,Kinect Star Wars,55,61,3.5,145
1024,Dragon's Dogma,78,38,8.3,444
1025,Cruis'n USA,,,,
1026,Madden NFL 99,,,,
1027,The Order: 1886,63,94,6.6,3172
1028,SSX Tricky,92,33,8.9,71
1029,Knack,54,83,6.5,1074
1030,Twisted Metal III,,,,
1031,Harry Potter and the Sorcerer's Stone,,,,
1032,Dragon Quest VI: Realms of Revelation,78,41,8.1,31
1033,Crash Bandicoot: The Huge Adventure,78,18,7.9,27
1034,Hitman: Absolution,79,51,7.1,453
1035,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,,,,
1036,The Crew,61,60,5.4,575
1037,Call of Duty: World at War Final Fronts,,,,
1038,NBA 2K15,82,9,6.3,101
1039,Madden NFL 2005,91,39,7.6,26
1040,Star Ocean: Till The End of Time,80,55,7.7,134
1041,Call of Duty: Modern Warfare 3,78,26,2.5,5664
1042,Dishonored,88,56,7.9,815
1043,Toy Story 2: Buzz Lightyear to the Rescue!,,,,
1044,The Beatles: Rock Band,89,25,8.9,43
1045,Ace Combat 5: The Unsung War,84,57,9.1,81
1046,Need for Speed Underground,83,25,8.7,35
1047,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,,,
1048,Tetris Worlds,65,10,,
1049,Imagine: Teacher,,,,
1050,Call of Duty: Black Ops 3,,,,
1051,Deal or No Deal,20,13,1.9,41
1052,FIFA Soccer 10,,,8.4,9
1053,Portal 2,95,54,8.4,937
1054,Super Puyo Puyo,,,,
1055,NCAA Football 07,87,18,8.6,23
1056,The Sims 3: Late Night Expansion Pack,74,17,5.3,77
1057,No Man's Sky,71,94,4.5,5096
1058,Ben 10: Protector of Earth,,,,
1059,Cabela's Big Game Hunter 2010,,,7.8,4
1060,SOCOM 3: U.S. Navy SEALs,82,59,8.8,64
1061,BioShock Infinite,94,27,8.5,1863
1062,Jampack Winter '99,,,,
1063,Call of Duty: Black Ops 3,,,,
1064,WCW vs. nWo: World Tour,,,,
1065,WCW/NWO Thunder,,,,
1066,Harry Potter and the Sorcerer's Stone,64,8,7.1,7
1067,Dragon Ball Z: The Legacy of Goku,53,15,6.9,28
1068,Cooking Mama 3: Shop & Chop,,,,
1069,Resident Evil 4,96,82,9.4,767
1070,Personal Trainer: Math,63,11,,
1071,Game Party 3,37,4,,
1072,Need For Speed: Undercover,64,62,5.9,104
1073,World Championship Poker: Featuring Howard Lederer - All In,,,,
1074,NFL GameDay 98,,,,
1075,Sonic Colors,78,58,8.5,301
1076,Saints Row 2,82,50,7.9,135
1077,Yoshi's Cookie,,,,
1078,Time Crisis,,,,
1079,Sid Meier's Civilization V,90,70,7.9,2280
1080, Fire Emblem Fates,,,,
1081,The Sims: Superstar,79,20,8.2,25
1082,Metroid Fusion,92,44,9.1,200
1083,We Ski,67,32,8.5,12
1084,Star Wars Battlefront: Renegade Squadron,73,35,7.9,46
1085,SSX 3,93,41,9.1,125
1086,Madden NFL 2001,90,14,6.8,4
1087,Star Wars: Battlefront II,83,40,8.9,106
1088,Disney's DuckTales,,,,
1089,Tony Hawk's Pro Skater 3,87,10,8.3,36
1090,"Monsters, Inc.",,,,
1091,PGR: Project Gotham Racing 2,,,,
1092,Dragon Age: Origins,87,41,7.9,597
1093,Spy Hunter,84,28,7.8,13
1094,NCAA Football 2004,94,15,8.8,81
1095,Fight Night Round 3,83,37,7.9,24
1096,StarCraft II: Heart of the Swarm,86,68,7.9,1346
1097,SpongeBob SquarePants: Battle for Bikini Bottom,71,9,9,85
1098,Until Dawn,79,103,8.2,2161
1099,Big Beach Sports,44,17,8,41
1100,Street Fighter II': Special Champion Edition,,,,
1101,SSX,93,35,8.3,33
1102,Shaun White Snowboarding: Road Trip,78,28,8.7,22
1103,NBA Ballers,83,44,9.2,19
1104,Saints Row IV,81,42,6.5,325
1105,NBA Live 2003,83,22,8.3,28
1106,LEGO Batman 2: DC Super Heroes,79,59,7.2,114
1107,Dragon Ball Z: Budokai Tenkaichi,72,29,8.4,71
1108,Dark Souls III,89,69,8.8,1940
1109,Ms. Pac-Man,,,,
1110,Kirby's Return to Dreamland,77,49,8.5,156
1111,Mario Party 6,71,33,7.9,51
1112,Super Scope 6,,,,
1113,Star Wars The Clone Wars: Lightsaber Duels,56,24,6.7,18
1114,Need for Speed Carbon,77,52,6.3,82
1115,Heavenly Sword,79,64,8.3,544
1116,Dragon Quest V: Tenkuu no Hanayome,,,,
1117,MySims,68,38,7.2,56
1118,Kirby & the Amazing Mirror,,,,
1119,Army of Two,72,76,7.6,233
1120,Dig Dug,,,,
1121,Tom Clancy's Rainbow Six,,,,
1122,Ghosts 'n Goblins,,,,
1123,Tiger Woods PGA Tour 2003,88,18,8.9,18
1124,NBA Live 06 (All region sales),,,,
1125,Prince of Persia: Warrior Within,83,51,8.5,120
1126,Far Cry 4,82,15,7.5,383
1127,ESPN NFL 2K5,92,42,9.1,93
1128,Beyond: Two Souls,70,98,8.1,2652
1129,Pikmin,89,39,8.7,121
1130,Tiger Woods PGA Tour 2004,89,23,8.8,40
1131,NBA 2K15,,,3,40
1132,Call of Duty: Black Ops,81,29,5.2,1651
1133,Ape Escape,90,19,8.8,53
1134,NCAA Football 2005,88,29,8.8,35
1135,Max Payne 3,86,80,7.8,869
1136,Viva Pinata,84,65,8,131
1137,Tony Hawk's American Wasteland (Old all region sales),,,,
1138,Kinectimals,74,50,3.1,69
1139,Kirby Air Ride,61,28,7.9,69
1140,LEGO Marvel Super Heroes,83,22,7.7,262
1141,Sled Storm,,,,
1142,Destiny,,,4.5,445
1143,Rock Band,92,35,8.4,107
1144,Dragon Quest IV: Chapters of the Chosen,80,44,7.9,50
1145,NFL Street 2,77,33,8.7,20
1146,Baseball,,,,
1147,Yu-Gi-Oh! Duel Monsters,,,,
1148,Super Mario Strikers,76,39,8.7,55
1149,Buzz! The Music Quiz,,,,
1150,Rage,81,77,6.7,559
1151,Mario Hoops 3 on 3,69,40,8,37
1152,SpongeBob's Atlantis SquarePantis,64,5,,
1153,Dollar Dash,,,,
1154,F-1 World Grand Prix,,,,
1155,River Raid,,,,
1156,Just Cause 2,81,74,8,267
1157,Silent Hill,86,17,9.2,326
1158,Sonic Heroes,72,49,7.8,125
1159,Disney Infinity,,,4.2,24
1160,ESPN NBA 2K5,83,24,7.5,36
1161,Diablo,94,12,8.7,850
1162,Far Cry 2,85,75,6.7,288
1163,The Legend of Zelda: Twilight Princess,96,16,9.2,568
1164,Soul Edge,,,,
1165,Mario Bros.,,,,
1166,Pro Evolution Soccer 2008,74,19,6.1,47
1167,NASCAR 2000,,,,
1168,Pokemon Battle Revolution,53,34,6.7,106
1169,Kingdom Hearts 3D: Dream Drop Distance,75,54,8.2,267
1170,Dance Dance Revolution: Hottest Party 2,69,8,6.8,6
1171,SoulCalibur IV,85,62,7.9,157
1172,Jampack Summer 2K,,,,
1173,Sonic Generations,76,38,8.2,253
1174,Spyro 2: Season of Flame,76,18,7.6,13
1175,Mario Party 10,66,66,6.5,279
1176,Devil May Cry 4,84,63,8.2,311
1177,Dead Rising 3,78,69,6.8,908
1178,Pro Evolution Soccer 2010,,,8.1,15
1179,NCAA Football 2002,90,18,8.7,24
1180,Gears of War: Judgment,79,81,5.4,779
1181,Watch Dogs,78,15,5.8,712
1182,Guitar Hero: On Tour Decades,72,40,8,5
1183,FIFA 16,,,2.9,45
1184,Madden NFL 15,80,19,6.4,138
1185,Conflict: Desert Storm,55,10,8.6,45
1186,Mario Party 7,64,25,7.9,53
1187,Dragon Quest V: Hand of the Heavenly Bride,84,46,8.5,57
1188,High School Musical 3: Senior Year,,,,
1189,Smuggler's Run,79,21,6.8,18
1190,Fight Night Round 3,84,32,8.1,41
1191,Need for Speed: Most Wanted,83,54,8.5,134
1192,Carnival Games: Mini Golf,38,10,5.7,7
1193,Donkey Kong Classics,,,,
1194,Hannah Montana: Music Jam,,,,
1195,Twisted Metal,,,,
1196,Final Fight,,,,
1197,Pokemon Mystery Dungeon: Explorers of Sky,54,26,9,133
1198,Dragon Quest Monsters 2,,,,
1199,Pokemon Pinball: Ruby & Sapphire,,,,
1200,MySims Kingdom,58,9,,
1201,LEGO Pirates of the Caribbean: The Video Game,73,14,7,13
1202,Stuntman,71,37,5.7,36
1203,Tom Clancy's Rainbow Six 3,86,39,8.5,31
1204,LEGO Harry Potter: Years 1-4,79,58,8,62
1205,007: The World is not Enough,,,,
1206,Spider-Man 2: Enter: Electro,74,15,8.7,35
1207,Guitar Hero 5,89,25,6.9,49
1208,Command & Conquer: Tiberian Sun,,,,
1209,Wolfenstein: The New Order,79,73,8.1,1116
1210,Mafia II,74,79,7.8,458
1211,Moshi Monsters: Moshling Zoo,,,,
1212,BioShock 2,88,62,8.2,492
1213,Dark Cloud,80,27,8.2,99
